"height","width","aratio","local"
"16","130","8.125","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"134","184","1.3731","0"
"?","?","?","1"
"144","50","0.3472","1"
"?","?","?","0"
"20","600","30.0","0"
"16","106","6.625","1"
"44","110","2.5","1"
"?","?","?","1"
"?","?","?","1"
"40","46","1.15","1"
"12","57","4.75","1"
"15","15","1.0","1"
"154","231","1.5","0"
"12","123","10.25","1"
"44","110","2.5","1"
"149","182","1.2214","1"
"?","?","?","1"
"44","110","2.5","1"
"10","600","60.0","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"74","78","1.0540","1"
"31","88","2.8387","0"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"100","149","1.49","0"
"100","100","1.0","1"
"16","16","1.0","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","0"
"13","255","19.6153","1"
"11","11","1.0","0"
"32","32","1.0","1"
"?","?","?","1"
"16","16","1.0","1"
"60","120","2.0","1"
"62","60","0.9677","1"
"306","372","1.2156","1"
"32","88","2.75","0"
"?","?","?","1"
"?","?","?","0"
"149","182","1.2214","0"
"84","87","1.0357","1"
"?","?","?","1"
"113","204","1.8053","0"
"16","130","8.125","1"
"?","?","?","1"
"51","161","3.1568","0"
"84","87","1.0357","1"
"57","45","0.7894","1"
"100","100","1.0","1"
"?","?","?","1"
"63","60","0.9523","1"
"15","15","1.0","1"
"16","130","8.125","1"
"31","88","2.8387","1"
"34","44","1.2941","1"
"?","?","?","1"
"26","133","5.1153","1"
"65","55","0.8461","1"
"16","16","1.0","1"
"60","45","0.75","1"
"?","?","?","1"
"?","?","?","1"
"140","140","1.0","0"
"?","?","?","1"
"?","?","?","1"
"96","135","1.4062","1"
"51","201","3.9411","1"
"213","240","1.1267","1"
"10","600","60.0","1"
"60","45","0.75","1"
"16","130","8.125","1"
"?","?","?","1"
"36","41","1.1388","0"
"?","?","?","1"
"?","?","?","1"
"?","?","?","0"
"115","205","1.7826","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","1"
"11","96","8.7272","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"12","123","10.25","1"
"44","110","2.5","1"
"11","11","1.0","1"
"?","?","?","1"
"16","16","1.0","1"
"?","?","?","1"
"11","11","1.0","1"
"15","15","1.0","1"
"?","?","?","1"
"135","165","1.2222","0"
"?","?","?","1"
"?","?","?","1"
"84","88","1.0476","1"
"16","130","8.125","1"
"?","?","?","1"
"?","?","?","0"
"31","88","2.8387","0"
"44","110","2.5","1"
"?","?","?","1"
"12","101","8.4166","1"
"44","110","2.5","1"
"46","140","3.0434","1"
"120","120","1.0","1"
"?","?","?","1"
"?","?","?","1"
"65","145","2.2307","1"
"15","15","1.0","1"
"11","11","1.0","1"
"108","179","1.6574","1"
"16","16","1.0","1"
"?","?","?","1"
"187","290","1.5508","1"
"84","135","1.6071","1"
"43","126","2.9302","0"
"36","140","3.8888","1"
"56","128","2.2857","1"
"43","126","2.9302","1"
"?","?","?","1"
"?","?","?","?"
"?","?","?","1"
"15","15","1.0","1"
"12","102","8.5","1"
"43","125","2.9069","1"
"16","16","1.0","1"
"152","394","2.5921","1"
"?","?","?","1"
"44","110","2.5","1"
"?","?","?","1"
"43","211","4.9069","0"
"?","?","?","?"
"62","88","1.4193","1"
"?","?","?","1"
"51","76","1.4901","0"
"44","110","2.5","1"
"?","?","?","1"
"35","54","1.5428","1"
"?","?","?","1"
"110","210","1.9090","1"
"114","110","0.9649","0"
"?","?","?","1"
"12","57","4.75","1"
"27","119","4.4074","0"
"36","140","3.8888","1"
"63","202","3.2063","1"
"10","600","60.0","1"
"26","133","5.1153","1"
"16","16","1.0","1"
"?","?","?","1"
"70","105","1.5","1"
"16","130","8.125","1"
"12","102","8.5","1"
"44","48","1.0909","1"
"11","11","1.0","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","?"
"104","135","1.2980","1"
"60","140","2.3333","1"
"?","?","?","1"
"11","11","1.0","1"
"59","94","1.5932","1"
"44","46","1.0454","1"
"86","54","0.6279","0"
"75","95","1.2666","1"
"?","?","?","0"
"108","151","1.3981","1"
"35","54","1.5428","1"
"75","55","0.7333","1"
"12","101","8.4166","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"36","140","3.8888","1"
"?","?","?","1"
"90","90","1.0","0"
"16","16","1.0","1"
"75","229","3.0533","0"
"132","270","2.0454","1"
"36","140","3.8888","1"
"22","200","9.0909","1"
"107","135","1.2616","1"
"25","80","3.2","1"
"31","88","2.8387","0"
"11","11","1.0","0"
"90","90","1.0","0"
"16","16","1.0","1"
"44","140","3.1818","1"
"110","210","1.9090","1"
"35","54","1.5428","1"
"75","71","0.9466","1"
"60","140","2.3333","1"
"?","?","?","0"
"63","75","1.1904","1"
"13","89","6.8461","1"
"?","?","?","0"
"31","88","2.8387","0"
"?","?","?","0"
"35","54","1.5428","1"
"11","89","8.0909","1"
"?","?","?","1"
"25","133","5.32","1"
"49","96","1.9591","0"
"?","?","?","1"
"146","114","0.7808","0"
"?","?","?","1"
"99","103","1.0404","1"
"12","57","4.75","1"
"60","140","2.3333","1"
"?","?","?","1"
"?","?","?","1"
"11","11","1.0","1"
"100","78","0.78","0"
"16","16","1.0","1"
"?","?","?","0"
"110","210","1.9090","1"
"80","85","1.0625","1"
"33","159","4.8181","0"
"11","96","8.7272","1"
"?","?","?","1"
"45","48","1.0666","1"
"?","?","?","1"
"36","140","3.8888","1"
"75","73","0.9733","1"
"90","73","0.8111","0"
"57","50","0.8771","1"
"?","?","?","1"
"93","135","1.4516","1"
"70","70","1.0","1"
"13","89","6.8461","1"
"118","79","0.6694","0"
"11","11","1.0","1"
"12","98","8.1666","1"
"43","46","1.0697","1"
"63","202","3.2063","1"
"54","100","1.8518","1"
"?","?","?","1"
"60","140","2.3333","1"
"99","101","1.0202","0"
"18","24","1.3333","0"
"?","?","?","1"
"45","47","1.0444","1"
"?","?","?","1"
"80","89","1.1125","1"
"?","?","?","1"
"132","100","0.7575","0"
"?","?","?","0"
"39","38","0.9743","1"
"26","133","5.1153","1"
"110","210","1.9090","1"
"70","50","0.7142","0"
"12","102","8.5","1"
"16","16","1.0","1"
"165","140","0.8484","1"
"12","101","8.4166","1"
"70","75","1.0714","1"
"63","202","3.2063","1"
"47","50","1.0638","1"
"?","?","?","0"
"60","140","2.3333","1"
"?","?","?","1"
"13","89","6.8461","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"63","202","3.2063","1"
"85","85","1.0","0"
"80","83","1.0375","1"
"?","?","?","1"
"20","96","4.8","1"
"35","54","1.5428","1"
"63","202","3.2063","1"
"12","98","8.1666","1"
"16","140","8.75","1"
"40","48","1.2","1"
"23","26","1.1304","1"
"60","140","2.3333","1"
"80","41","0.5125","1"
"?","?","?","1"
"35","54","1.5428","1"
"16","16","1.0","1"
"351","494","1.4074","0"
"12","101","8.4166","1"
"?","?","?","1"
"?","?","?","1"
"41","67","1.6341","0"
"?","?","?","0"
"110","210","1.9090","1"
"36","140","3.8888","1"
"?","?","?","1"
"?","?","?","1"
"59","94","1.5932","1"
"13","89","6.8461","1"
"?","?","?","0"
"?","?","?","1"
"100","176","1.76","0"
"44","47","1.0681","1"
"31","88","2.8387","0"
"12","86","7.1666","1"
"60","140","2.3333","1"
"11","94","8.5454","1"
"16","140","8.75","1"
"23","26","1.1304","1"
"37","94","2.5405","0"
"?","?","?","1"
"11","11","1.0","1"
"32","259","8.0937","0"
"?","?","?","1"
"95","174","1.8315","1"
"11","64","5.8181","1"
"216","165","0.7638","1"
"?","?","?","1"
"?","?","?","1"
"107","135","1.2616","1"
"60","75","1.25","1"
"18","24","1.3333","0"
"37","216","5.8378","1"
"?","?","?","1"
"24","32","1.3333","1"
"33","290","8.7878","1"
"?","?","?","0"
"?","?","?","1"
"75","57","0.76","1"
"12","101","8.4166","1"
"?","?","?","0"
"100","160","1.6","0"
"82","192","2.3414","1"
"80","85","1.0625","1"
"?","?","?","1"
"11","89","8.0909","1"
"48","264","5.5","1"
"31","88","2.8387","0"
"36","140","3.8888","1"
"11","94","8.5454","1"
"22","38","1.7272","1"
"32","319","9.9687","1"
"12","57","4.75","1"
"?","?","?","1"
"16","16","1.0","1"
"?","?","?","1"
"75","95","1.2666","1"
"?","?","?","0"
"45","44","0.9777","1"
"?","?","?","0"
"31","88","2.8387","0"
"75","71","0.9466","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"45","44","0.9777","1"
"24","32","1.3333","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","?"
"31","88","2.8387","0"
"70","15","0.2142","0"
"15","15","1.0","1"
"45","201","4.4666","1"
"13","89","6.8461","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","0"
"12","57","4.75","1"
"45","216","4.8","1"
"60","140","2.3333","1"
"18","24","1.3333","1"
"18","20","1.1111","1"
"?","?","?","1"
"?","?","?","1"
"11","96","8.7272","1"
"23","127","5.5217","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"110","110","1.0","0"
"50","75","1.5","1"
"?","?","?","1"
"?","?","?","0"
"51","161","3.1568","1"
"?","?","?","1"
"?","?","?","1"
"11","96","8.7272","1"
"16","16","1.0","1"
"11","89","8.0909","1"
"165","140","0.8484","1"
"?","?","?","1"
"75","67","0.8933","1"
"80","83","1.0375","1"
"35","75","2.1428","1"
"?","?","?","1"
"57","85","1.4912","1"
"51","161","3.1568","1"
"276","150","0.5434","1"
"16","16","1.0","1"
"?","?","?","0"
"46","75","1.6304","1"
"31","88","2.8387","0"
"165","140","0.8484","1"
"35","62","1.7714","1"
"51","161","3.1568","1"
"23","127","5.5217","1"
"?","?","?","0"
"50","50","1.0","1"
"52","15","0.2884","1"
"120","166","1.3833","1"
"16","16","1.0","1"
"11","64","5.8181","1"
"11","400","36.3636","1"
"?","?","?","1"
"15","107","7.1333","0"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"11","89","8.0909","1"
"31","88","2.8387","1"
"48","264","5.5","1"
"11","94","8.5454","1"
"?","?","?","1"
"?","?","?","1"
"46","96","2.0869","1"
"51","161","3.1568","1"
"?","?","?","1"
"?","?","?","0"
"70","50","0.7142","0"
"?","?","?","1"
"12","85","7.0833","1"
"?","?","?","1"
"?","?","?","1"
"43","108","2.5116","1"
"?","?","?","1"
"63","150","2.3809","1"
"12","86","7.1666","1"
"16","130","8.125","1"
"11","96","8.7272","1"
"?","?","?","0"
"110","140","1.2727","0"
"40","102","2.55","1"
"16","16","1.0","1"
"?","?","?","1"
"41","119","2.9024","1"
"12","102","8.5","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"77","77","1.0","1"
"?","?","?","1"
"100","178","1.78","0"
"?","?","?","1"
"42","372","8.8571","1"
"?","?","?","0"
"?","?","?","1"
"23","127","5.5217","1"
"?","?","?","1"
"?","?","?","1"
"16","20","1.25","1"
"43","126","2.9302","1"
"45","216","4.8","1"
"75","66","0.88","0"
"81","85","1.0493","1"
"12","89","7.4166","1"
"96","175","1.8229","1"
"?","?","?","1"
"40","40","1.0","1"
"12","101","8.4166","1"
"40","70","1.75","1"
"45","216","4.8","1"
"24","24","1.0","1"
"?","?","?","1"
"?","?","?","0"
"98","162","1.6530","1"
"162","600","3.7037","1"
"16","130","8.125","1"
"?","?","?","1"
"15","80","5.3333","0"
"?","?","?","1"
"110","90","0.8181","1"
"102","179","1.7549","0"
"149","182","1.2214","0"
"?","?","?","1"
"16","130","8.125","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"29","160","5.5172","0"
"15","80","5.3333","0"
"138","139","1.0072","0"
"31","88","2.8387","0"
"40","70","1.75","1"
"47","120","2.5531","0"
"?","?","?","1"
"51","161","3.1568","1"
"?","?","?","1"
"45","240","5.3333","1"
"?","?","?","1"
"?","?","?","1"
"15","80","5.3333","1"
"31","88","2.8387","0"
"?","?","?","1"
"?","?","?","0"
"75","97","1.2933","1"
"23","127","5.5217","1"
"165","140","0.8484","1"
"70","15","0.2142","0"
"12","98","8.1666","1"
"16","16","1.0","1"
"?","?","?","1"
"24","24","1.0","1"
"225","225","1.0","1"
"?","?","?","1"
"?","?","?","1"
"16","16","1.0","1"
"?","?","?","1"
"?","?","?","1"
"102","179","1.7549","0"
"35","187","5.3428","1"
"24","24","1.0","1"
"50","50","1.0","1"
"362","350","0.9668","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","0"
"31","88","2.8387","0"
"51","161","3.1568","1"
"40","61","1.525","1"
"11","96","8.7272","1"
"10","600","60.0","1"
"51","161","3.1568","1"
"?","?","?","1"
"90","128","1.4222","0"
"11","94","8.5454","1"
"?","?","?","0"
"41","61","1.4878","1"
"?","?","?","1"
"?","?","?","1"
"15","80","5.3333","1"
"?","?","?","1"
"11","94","8.5454","1"
"24","24","1.0","1"
"40","86","2.15","1"
"20","96","4.8","1"
"16","16","1.0","1"
"?","?","?","1"
"?","?","?","1"
"35","135","3.8571","1"
"57","319","5.5964","0"
"?","?","?","0"
"165","43","0.2606","1"
"?","?","?","1"
"24","30","1.25","1"
"?","?","?","1"
"?","?","?","1"
"150","238","1.5866","1"
"100","100","1.0","1"
"39","78","2.0","1"
"55","55","1.0","1"
"165","43","0.2606","1"
"12","59","4.9166","1"
"14","82","5.8571","0"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"40","111","2.775","1"
"?","?","?","1"
"?","?","?","1"
"35","146","4.1714","1"
"40","400","10.0","0"
"115","205","1.7826","0"
"16","16","1.0","1"
"?","?","?","1"
"?","?","?","0"
"70","100","1.4285","1"
"31","112","3.6129","1"
"11","89","8.0909","1"
"24","150","6.25","1"
"48","264","5.5","1"
"?","?","?","1"
"77","100","1.2987","0"
"170","207","1.2176","1"
"?","?","?","1"
"293","175","0.5972","0"
"24","30","1.25","1"
"25","25","1.0","1"
"?","?","?","1"
"11","64","5.8181","1"
"?","?","?","1"
"16","16","1.0","1"
"?","?","?","1"
"27","43","1.5925","1"
"?","?","?","1"
"42","42","1.0","1"
"125","200","1.6","1"
"10","34","3.4","1"
"11","94","8.5454","1"
"?","?","?","1"
"24","24","1.0","1"
"?","?","?","0"
"?","?","?","0"
"?","?","?","1"
"195","127","0.6512","1"
"28","105","3.75","1"
"50","81","1.62","1"
"140","140","1.0","0"
"24","24","1.0","1"
"?","?","?","0"
"35","119","3.4","1"
"36","140","3.8888","1"
"99","437","4.4141","1"
"?","?","?","0"
"114","107","0.9385","0"
"24","30","1.25","1"
"23","26","1.1304","1"
"?","?","?","0"
"?","?","?","0"
"?","?","?","1"
"214","204","0.9532","1"
"40","129","3.225","1"
"24","24","1.0","1"
"24","150","6.25","1"
"24","30","1.25","1"
"38","38","1.0","1"
"?","?","?","1"
"31","88","2.8387","0"
"?","?","?","1"
"25","100","4.0","1"
"?","?","?","1"
"22","200","9.0909","1"
"?","?","?","1"
"16","81","5.0625","1"
"24","30","1.25","1"
"100","100","1.0","1"
"31","88","2.8387","1"
"23","66","2.8695","1"
"15","80","5.3333","1"
"?","?","?","1"
"211","210","0.9952","1"
"38","38","1.0","1"
"16","16","1.0","1"
"60","80","1.3333","1"
"180","224","1.2444","1"
"12","101","8.4166","1"
"36","41","1.1388","0"
"86","83","0.9651","1"
"?","?","?","0"
"38","160","4.2105","1"
"?","?","?","1"
"40","40","1.0","1"
"?","?","?","1"
"40","48","1.2","1"
"52","144","2.7692","1"
"?","?","?","0"
"?","?","?","1"
"258","257","0.9961","0"
"25","100","4.0","1"
"36","140","3.8888","1"
"12","98","8.1666","1"
"?","?","?","1"
"39","71","1.8205","1"
"?","?","?","1"
"10","38","3.8","1"
"24","150","6.25","1"
"12","102","8.5","1"
"25","100","4.0","1"
"?","?","?","1"
"16","16","1.0","1"
"26","104","4.0","1"
"25","100","4.0","1"
"35","99","2.8285","1"
"31","88","2.8387","0"
"20","96","4.8","1"
"?","?","?","0"
"12","57","4.75","1"
"26","104","4.0","1"
"?","?","?","1"
"?","?","?","0"
"10","46","4.6","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","?"
"42","43","1.0238","1"
"?","?","?","1"
"200","200","1.0","1"
"?","?","?","1"
"?","?","?","1"
"58","58","1.0","1"
"24","30","1.25","1"
"40","48","1.2","1"
"?","?","?","0"
"52","144","2.7692","1"
"36","140","3.8888","1"
"?","?","?","1"
"?","?","?","1"
"30","30","1.0","1"
"28","105","3.75","1"
"43","40","0.9302","1"
"?","?","?","0"
"10","21","2.1","1"
"31","88","2.8387","0"
"70","96","1.3714","1"
"?","?","?","1"
"52","144","2.7692","1"
"103","92","0.8932","1"
"42","43","1.0238","1"
"169","94","0.5562","0"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"28","105","3.75","1"
"98","150","1.5306","1"
"108","110","1.0185","1"
"90","85","0.9444","1"
"67","104","1.5522","1"
"43","42","0.9767","1"
"?","?","?","1"
"16","86","5.375","1"
"?","?","?","1"
"22","200","9.0909","1"
"52","144","2.7692","1"
"75","200","2.6666","1"
"100","100","1.0","1"
"?","?","?","0"
"?","?","?","0"
"53","53","1.0","1"
"?","?","?","1"
"24","30","1.25","1"
"16","16","1.0","1"
"38","41","1.0789","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","0"
"?","?","?","1"
"26","104","4.0","1"
"134","184","1.3731","0"
"?","?","?","0"
"24","30","1.25","1"
"28","105","3.75","1"
"16","90","5.625","1"
"40","48","1.2","1"
"36","140","3.8888","1"
"26","104","4.0","1"
"24","30","1.25","1"
"18","66","3.6666","1"
"154","231","1.5","0"
"36","140","3.8888","1"
"11","64","5.8181","1"
"?","?","?","1"
"10","600","60.0","1"
"?","?","?","1"
"28","105","3.75","1"
"52","144","2.7692","1"
"54","56","1.0370","1"
"16","43","2.6875","1"
"?","?","?","1"
"16","16","1.0","1"
"28","105","3.75","1"
"30","143","4.7666","0"
"105","101","0.9619","1"
"75","95","1.2666","1"
"?","?","?","1"
"28","105","3.75","1"
"60","55","0.9166","1"
"?","?","?","1"
"43","114","2.6511","0"
"45","45","1.0","1"
"24","30","1.25","1"
"25","100","4.0","1"
"?","?","?","0"
"40","48","1.2","1"
"38","44","1.1578","1"
"?","?","?","1"
"?","?","?","0"
"28","105","3.75","1"
"?","?","?","1"
"109","108","0.9908","1"
"52","15","0.2884","1"
"16","16","1.0","1"
"205","200","0.9756","1"
"49","87","1.7755","0"
"43","43","1.0","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"99","150","1.5151","1"
"90","65","0.7222","1"
"114","110","0.9649","0"
"105","150","1.4285","1"
"?","?","?","1"
"49","87","1.7755","0"
"?","?","?","0"
"31","88","2.8387","0"
"61","185","3.0327","1"
"11","64","5.8181","1"
"?","?","?","0"
"?","?","?","1"
"19","450","23.6842","1"
"80","125","1.5625","0"
"?","?","?","1"
"49","119","2.4285","1"
"?","?","?","1"
"?","?","?","1"
"69","325","4.7101","0"
"56","100","1.7857","1"
"28","105","3.75","1"
"80","125","1.5625","0"
"22","122","5.5454","1"
"110","393","3.5727","1"
"?","?","?","1"
"16","16","1.0","1"
"22","250","11.3636","1"
"?","?","?","1"
"28","105","3.75","1"
"?","?","?","1"
"120","150","1.25","0"
"24","24","1.0","0"
"?","?","?","1"
"61","65","1.0655","1"
"100","150","1.5","1"
"35","288","8.2285","1"
"24","30","1.25","1"
"?","?","?","1"
"?","?","?","0"
"68","92","1.3529","1"
"227","180","0.7929","1"
"31","88","2.8387","0"
"?","?","?","1"
"51","115","2.2549","0"
"16","54","3.375","1"
"39","143","3.6666","0"
"104","150","1.4423","1"
"75","99","1.32","?"
"111","110","0.9909","1"
"110","275","2.5","1"
"?","?","?","1"
"32","32","1.0","1"
"?","?","?","1"
"?","?","?","1"
"28","105","3.75","1"
"25","31","1.24","1"
"24","24","1.0","0"
"62","120","1.9354","1"
"49","61","1.2448","1"
"24","30","1.25","1"
"38","198","5.2105","1"
"109","91","0.8348","1"
"?","?","?","1"
"?","?","?","1"
"16","16","1.0","1"
"?","?","?","0"
"?","?","?","1"
"16","76","4.75","1"
"32","32","1.0","1"
"?","?","?","0"
"?","?","?","1"
"125","95","0.76","0"
"100","150","1.5","1"
"87","150","1.7241","1"
"149","182","1.2214","0"
"?","?","?","1"
"35","97","2.7714","1"
"129","149","1.1550","1"
"?","?","?","0"
"151","393","2.6026","0"
"?","?","?","1"
"106","183","1.7264","0"
"35","64","1.8285","1"
"100","100","1.0","1"
"58","252","4.3448","1"
"113","110","0.9734","1"
"?","?","?","0"
"102","179","1.7549","0"
"?","?","?","1"
"106","90","0.8490","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"16","16","1.0","1"
"100","89","0.89","0"
"24","30","1.25","1"
"?","?","?","0"
"?","?","?","1"
"50","50","1.0","0"
"?","?","?","1"
"36","35","0.9722","1"
"480","640","1.3333","1"
"51","80","1.5686","1"
"113","110","0.9734","1"
"?","?","?","0"
"34","133","3.9117","1"
"?","?","?","0"
"57","45","0.7894","1"
"74","70","0.9459","0"
"?","?","?","1"
"51","80","1.5686","1"
"?","?","?","1"
"154","231","1.5","0"
"15","80","5.3333","1"
"105","200","1.9047","1"
"?","?","?","1"
"100","150","1.5","0"
"100","190","1.9","0"
"?","?","?","1"
"?","?","?","1"
"24","30","1.25","1"
"100","172","1.72","0"
"134","184","1.3731","0"
"29","230","7.9310","1"
"95","150","1.5789","1"
"?","?","?","1"
"94","73","0.7765","0"
"65","45","0.6923","1"
"19","19","1.0","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"112","110","0.9821","1"
"?","?","?","0"
"?","?","?","1"
"24","30","1.25","1"
"160","126","0.7875","0"
"33","33","1.0","1"
"?","?","?","1"
"151","236","1.5629","1"
"60","67","1.1166","1"
"19","96","5.0526","0"
"?","?","?","1"
"58","55","0.9482","1"
"60","100","1.6666","1"
"51","80","1.5686","1"
"16","16","1.0","1"
"94","289","3.0744","1"
"72","72","1.0","1"
"50","54","1.08","1"
"?","?","?","0"
"70","65","0.9285","1"
"32","32","1.0","1"
"35","64","1.8285","1"
"?","?","?","0"
"16","16","1.0","1"
"15","80","5.3333","1"
"12","55","4.5833","1"
"350","212","0.6057","1"
"?","?","?","1"
"31","88","2.8387","0"
"10","44","4.4","1"
"58","252","4.3448","0"
"?","?","?","0"
"15","80","5.3333","1"
"40","590","14.75","1"
"12","101","8.4166","1"
"?","?","?","1"
"24","30","1.25","1"
"100","167","1.67","0"
"?","?","?","0"
"?","?","?","1"
"?","?","?","1"
"15","80","5.3333","1"
"82","84","1.0243","0"
"83","110","1.3253","1"
"110","76","0.6909","0"
"72","15","0.2083","1"
"24","24","1.0","1"
"16","16","1.0","1"
"134","184","1.3731","0"
"35","75","2.1428","1"
"30","124","4.1333","0"
"15","80","5.3333","1"
"?","?","?","1"
"28","280","10.0","1"
"?","72","?","0"
"31","88","2.8387","0"
"23","26","1.1304","1"
"12","74","6.1666","0"
"35","70","2.0","1"
"10","600","60.0","1"
"?","?","?","1"
"?","?","?","1"
"91","180","1.9780","1"
"140","180","1.2857","1"
"24","30","1.25","1"
"?","?","?","1"
"15","80","5.3333","1"
"24","24","1.0","1"
"?","?","?","1"
"154","231","1.5","0"
"35","84","2.4","1"
"24","30","1.25","1"
"246","180","0.7317","1"
"40","237","5.925","1"
"?","?","?","1"
"15","80","5.3333","1"
"?","?","?","1"
"140","180","1.2857","1"
"31","88","2.8387","0"
"?","72","?","0"
"?","?","?","0"
"?","?","?","1"
"28","230","8.2142","1"
"140","180","1.2857","1"
"26","120","4.6153","1"
"50","400","8.0","1"
"?","?","?","0"
"?","?","?","0"
"?","?","?","1"
"15","80","5.3333","1"
"28","230","8.2142","1"
"?","?","?","1"
"?","?","?","0"
"42","125","2.9761","1"
"?","?","?","1"
"40","140","3.5","0"
"?","?","?","1"
"?","?","?","0"
"31","88","2.8387","0"
"24","30","1.25","1"
"16","109","6.8125","1"
"?","?","?","1"
"?","?","?","1"
"24","24","1.0","1"
"141","419","2.9716","1"
"62","88","1.4193","1"
"15","80","5.3333","1"
"?","?","?","1"
"96","65","0.6770","1"
"?","?","?","1"
"15","80","5.3333","1"
"31","88","2.8387","1"
"?","?","?","1"
"15","80","5.3333","1"
"110","120","1.0909","1"
"28","229","8.1785","1"
"31","88","2.8387","0"
"?","?","?","1"
"?","?","?","0"
"11","89","8.0909","1"
"?","?","?","0"
"140","140","1.0","0"
"23","26","1.1304","1"
"100","505","5.05","1"
"57","55","0.9649","1"
"18","24","1.3333","1"
"12","98","8.1666","1"
"?","?","?","1"
"28","100","3.5714","1"
"11","64","5.8181","1"
"62","128","2.0645","1"
"100","100","1.0","1"
"?","?","?","1"
"80","90","1.125","1"
"60","60","1.0","0"
"46","96","2.0869","1"
"80","76","0.95","1"
"46","96","2.0869","1"
"?","?","?","1"
"12","102","8.5","1"
"11","96","8.7272","1"
"?","?","?","1"
"101","389","3.8514","1"
"100","80","0.8","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","0"
"48","80","1.6666","1"
"12","101","8.4166","1"
"?","?","?","0"
"12","57","4.75","1"
"?","?","?","0"
"?","?","?","0"
"12","101","8.4166","1"
"33","33","1.0","1"
"100","100","1.0","1"
"43","44","1.0232","1"
"100","505","5.05","1"
"118","136","1.1525","1"
"28","100","3.5714","1"
"100","100","1.0","1"
"33","33","1.0","1"
"23","26","1.1304","1"
"11","89","8.0909","1"
"?","?","?","1"
"52","15","0.2884","1"
"46","96","2.0869","1"
"18","24","1.3333","0"
"?","?","?","1"
"46","96","2.0869","1"
"?","?","?","1"
"90","90","1.0","0"
"?","?","?","1"
"11","64","5.8181","1"
"46","96","2.0869","1"
"?","?","?","0"
"58","252","4.3448","1"
"?","?","?","1"
"20","100","5.0","1"
"75","200","2.6666","1"
"11","64","5.8181","1"
"46","96","2.0869","1"
"12","98","8.1666","1"
"60","60","1.0","1"
"11","94","8.5454","1"
"140","140","1.0","0"
"?","?","?","1"
"46","96","2.0869","1"
"40","40","1.0","1"
"58","252","4.3448","1"
"43","157","3.6511","0"
"11","94","8.5454","1"
"27","100","3.7037","1"
"140","140","1.0","0"
"80","86","1.075","1"
"58","285","4.9137","1"
"48","264","5.5","1"
"?","?","?","0"
"?","?","?","1"
"65","52","0.8","0"
"20","100","5.0","1"
"58","252","4.3448","0"
"86","72","0.8372","1"
"?","?","?","1"
"20","100","5.0","1"
"31","124","4.0","1"
"12","102","8.5","1"
"?","?","?","0"
"60","140","2.3333","1"
"12","86","7.1666","1"
"?","?","?","1"
"23","216","9.3913","0"
"75","100","1.3333","1"
"60","140","2.3333","1"
"33","33","1.0","1"
"95","110","1.1578","1"
"46","96","2.0869","1"
"100","100","1.0","1"
"38","96","2.5263","1"
"23","19","0.8260","1"
"?","?","?","0"
"12","101","8.4166","1"
"39","90","2.3076","1"
"60","43","0.7166","1"
"30","100","3.3333","1"
"80","89","1.1125","1"
"138","200","1.4492","1"
"19","80","4.2105","0"
"12","102","8.5","1"
"60","43","0.7166","1"
"45","130","2.8888","1"
"20","100","5.0","1"
"12","101","8.4166","1"
"50","50","1.0","0"
"140","140","1.0","0"
"103","149","1.4466","1"
"60","43","0.7166","1"
"18","128","7.1111","0"
"100","505","5.05","1"
"86","194","2.2558","1"
"?","?","?","0"
"90","97","1.0777","1"
"24","75","3.125","1"
"40","40","1.0","1"
"62","88","1.4193","1"
"12","57","4.75","1"
"30","100","3.3333","1"
"46","96","2.0869","1"
"?","?","?","0"
"60","140","2.3333","1"
"80","88","1.1","1"
"640","1","0.0015","1"
